index,uids,synonyms,common_name,ignore,umls_cuis,model_relevance_bucket,freq
509,[2518],"['decubitus ulcers', 'decubitus ulcer', 'pressure ulcers', 'pressure sore', 'decubitus', 'pressure ulcer', 'chronic decubitus ulcer', 'bed sores', 'pressure sores']",decubitus ulcers,0,['C0011127'],81,0.0005559662018495766
510,[596],"['angioedema', ""quincke's disease""]",angioedema,0,['C0002994'],179,0.0002694918752411092
511,[3375],"['esophageal dysmotility', 'esophageal spasm', 'esophageal spasms', 'esophageal motility disorder', 'diffuse esophageal spasm']",esophageal dysmotility,0,"['C0014863', 'C0014858']",91,0.00015993372918374956
512,[3372],"['esophageal dysmotility', 'esophageal motility disorder']",esophageal dysmotility,1,['C0014858'],91,0.0
513,"[9091, 320876, 218421, 53702]","['stroke', 'CVA', 'strokes', 'cerebellar stroke', 'ischemic stroke', 'embolic stroke', 'ischemic strokes', 'cerebrovascular accident', 'cerebral vascular accident']",stroke,0,"['C0038454', 'C2674383', 'C0948008', 'C0262469']",40,0.0039031817646704155
514,"[4048, 1321, 40154, 15716]","['brain tumor', 'glioblastoma', 'brain cancer', 'brain metastases', 'brain metastasis', 'cancer metastatic to brain', 'glioblastoma multiforme', 'brain tumors', 'metastasis to the brain', 'metastasis to brain', 'metastases to brain', 'metastatic cancer to brain', 'malignant brain tumor']",brain tumor,0,"['C0017636', 'C0006118', 'C0220650', 'C0153633']",37,0.0004763278922213418
515,[7666],['polycythemia'],polycythemia,0,['C0032461'],37,0.00019261854764454463
516,[14736],"['PVC', 'PVCs', 'ventricular ectopy', ""pvc's"", 'premature ventricular contraction', 'extra heart beat', 'ventricular ectopic beats']",pvcs,0,['C0151636'],7,0.0003785379875889003
517,[213],"['adenoma', 'adenomas']",adenoma,0,['C0001430'],37,0.0007313292134816597
518,[14659],"['neck stiffness', 'stiff neck']",neck stiffness,1,['C0151315'],15,0.00022233357058984194
519,[4647],['hydronephrosis'],hydronephrosis,0,['C0020295'],23,0.0002331716174423771
520,[5253],['klebsiella'],klebsiella,0,['C0022727'],168,0.0003431052548867537
521,[330256],"['ptca', 'percutaneous transluminal coronary angioplasty']",ptca,0,['C2936173'],3,0.00025765536265491524
522,[795],"['av fistula', 'arteriovenous fistula']",av fistula,0,['C0003855'],90,0.00044478661571191653
523,[4372],"['hemiplegia', 'hemiparalysis']",hemiplegia,0,['C0018991'],50,5.4881479770593545e-05
524,[60521],"['hemiplegic migraines', 'hemiplegic migraine']",hemiplegic migraines,0,['C0270862'],16,3.3367530073553217e-06
525,"[18914, 19495]","['distal pancreatectomy', 'partial pancreatectomy', 'subtotal pancreatectomy']",distal pancreatectomy,0,"['C0161912', 'C0176940']",191,8.437462144174441e-05
526,[6032],['methotrexate'],methotrexate,1,['C0025677'],43,0.0012219172445144867
527,[3686],['fibrosis'],fibrosis,0,['C0016059'],11,0.0007113598988084847
528,[164098],['gallstone pancreatitis'],gallstone pancreatitis,0,['C0521614'],31,5.434384437554652e-05
529,[871],['atenolol'],atenolol,1,['C0004147'],10,0.0036902098770705202
530,[478],"['memory loss', 'amnesia']",memory loss,0,['C0002622'],33,7.588339575806527e-05
531,[50532],"['memory deficits', 'memory impairment', 'memory problems', 'memory deficit', 'poor memory', 'impaired memory']",memory deficits,0,['C0233794'],33,0.0005556333799383572
532,[39850],['zofran'],zofran,1,['C0206046'],43,0.001647767146867525
533,[533],"['roux-en-y', 'roux en y', 'roux-en-y bypass', 'roux-en-y anastomosis', 'bypass roux-en-y']",roux-en-y,0,['C0002804'],73,8.685798493315209e-05
534,[313614],"['hepatocellular carcinoma', 'hepatoma', 'hepatocellular cancer', 'liver carcinoma']",hepatocellular carcinoma,0,['C2239176'],37,0.00024202980061791376
535,[5245],"['polycystic kidney disease', 'polycystic kidney', 'polycystic kidneys']",polycystic kidney disease,0,['C0022680'],24,9.539188009262857e-05
536,[9779],['trigeminal neuralgia'],trigeminal neuralgia,0,['C0040997'],50,0.0001040452497843378
537,[90352],"['pseudoseizures', 'pseudoseizure', 'dissociative convulsions']",pseudoseizures,0,['C0349245'],19,0.00013067953657706403
538,[5618],"['lower gastrointestinal bleed', 'lower gastrointestinal bleeding', 'lgi bleed']",lower gastrointestinal bleed,0,['C0024050'],72,9.563082915709394e-05
539,[200479],['cellcept'],cellcept,1,['C0592558'],67,0.0007835737196479751
540,[217746],"['spine surgery', 'spine surgeries']",spine surgery,0,['C0920347'],170,0.00011966227792617984
541,"[7920, 13417]","['prostatitis', 'chronic prostatitis']",prostatitis,0,"['C0033581', 'C0085696']",29,0.00018742140549242345
542,[60327],['epidural abscess'],epidural abscess,0,['C0270629'],44,6.563418767153396e-05
543,[3013],"['dyspepsia', 'indigestion']",dyspepsia,0,['C0013395'],69,0.0006055225310406567
544,[5104],['ischemia'],ischemia,0,['C0022116'],40,0.0006761490473804846
545,"[4336, 4337, 52063]","['cavernoma', 'hemangioma', 'cavernous hemangioma', 'liver hemangioma', 'angioma', 'hemangiomas', 'hepatic hemangioma', 'cavernous angioma', 'hemangioma of the liver', 'liver hemangiomas', 'cavernous hemangiomas']",cavernoma,0,"['C0018916', 'C0018920', 'C0238246']",37,0.0002480803322859826
546,[3033],"['ear pain', 'otalgia', 'ear aches', 'ear ache', 'earache']",ear pain,1,['C0013456'],51,0.0005713613487172722
547,[28454],"['small bowel resection', 'resection of small intestine', 'small intestine resection']",small bowel resection,0,['C0192601'],171,7.254664275070995e-05
548,[16877],['portal vein thrombosis'],portal vein thrombosis,0,['C0155773'],20,6.622302643753783e-05
549,[5385],"['lower extremity ulcer', 'leg ulcers', 'leg ulcer', 'lower extremity ulceration']",lower extremity ulcer,0,['C0023223'],81,0.00014776439468633604
550,[10308],"['wound infection', 'infected wound', 'wound infections']",wound infection,0,['C0043241'],172,0.0002657881647418964
551,[623],['anoxic brain injury'],anoxic brain injury,0,['C0003132'],50,8.405886732084378e-05
552,[51679],['calf pain'],calf pain,0,['C0236040'],14,0.00016081272038517564
553,"[2459, 40501, 67326]","['interstitial cystitis', 'cystitis', 'chronic cystitis']",interstitial cystitis,0,"['C0010692', 'C0221763', 'C0282488']",29,0.0002552232025344645
554,[802],['septic arthritis'],septic arthritis,0,['C0003869'],46,0.0
555,[4062],"['iga nephropathy', 'segmental glomerulonephritis']",iga nephropathy,0,['C0017661'],24,0.0001091741207751832
556,[4481],"['umbilical hernia', 'umbilical hernias']",umbilical hernia,0,['C0019322'],111,0.00017342581743088196
557,[13339],['restrictive lung disease'],restrictive lung disease,0,['C0085581'],11,0.00012995415548850854
558,[6561],"['night sweats', 'night sweat', 'nights sweats']",night sweats,0,['C0028081'],173,0.000973546759793082
559,"[804, 7677]","['rheumatoid arthritis', 'polymyalgia rheumatica']",rheumatoid arthritis,0,"['C0003873', 'C0032533']",46,0.0032398250261339873
560,[58110],['necrotizing pancreatitis'],necrotizing pancreatitis,0,['C0267941'],31,2.875069279227641e-05
561,"[9627, 315853, 315854]","['thr', 'total hip replacement', 'left hip replacement', 'right hip replacement', 'total hip arthroplasty', 'total hip replacements', 'hip replacement left']",total hip replacement,0,"['C0040508', 'C2316675', 'C2316676']",98,0.000448447656735332
562,[9606],"['broken teeth', 'chipped tooth', 'tooth fractures']",tooth fractures,0,['C0040441'],182,0.0003203965598673867
563,[8708],"['sickle cell trait', 'sickle cell traits']",sickle cell trait,0,['C0037054'],152,0.00013983640608318236
564,[562],"['sickle cell disease', 'sickle cell anemia', 'sickle cell disorder']",sickle cell disease,0,['C0002895'],152,0.00018134527213887618
565,[2870],"['dislocation', 'dislocations', 'dislocated', 'dislocation/subluxation']",dislocation,0,['C0012691'],163,0.0002746122123367951
566,[],[],post cholecystectomy,1,['C0152099'],31,0.00026703411343517996
567,[67412],['seroquel'],seroquel,1,['C0287163'],9,0.0023817162661631443
568,[225988],['suboxone'],suboxone,1,['C1170625'],18,0.00018364942383193483
569,[1589],"['dcis', 'intraductal breast cancer', 'ductal carcinoma in situ', 'breast ductal carcinoma in situ']",dcis,0,['C0007124'],37,0.0002830180990688795
570,[510],"['amyloidosis', 'amyloid']",amyloidosis,0,['C0002726'],174,0.00011726425338636696
571,[6176],['morphine'],morphine,1,['C0026549'],18,0.0021477253947854574
572,[9317],"['tamoxifen', 'tamoxifene']",tamoxifen,1,['C0039286'],37,0.0006115474610232473
573,[7203],"['partial gastrectomy', 'subtotal gastrectomy']",partial gastrectomy,0,['C0030600'],177,4.779834678822802e-05
574,[8276],"['restless leg syndrome', 'restless leg', 'restless legs syndrome', 'restless legs']",restless leg syndrome,0,['C0035258'],176,0.0005847168946418531
575,[11563],['gabapentin'],gabapentin,1,['C0060926'],18,0.0025097844308214078
576,[7653],['polio'],polio,0,['C0032371'],178,0.0001158732284753723
577,[8036],"['pulmonary edema', 'pulm edema']",pulmonary edema,0,['C0034063'],179,0.00028935878317237063
578,"[7562, 7555, 87989]","['pituitary adenoma', 'pituitary tumor', 'pituitary microadenoma', 'pituitary tumors']",pituitary adenoma,0,"['C0032019', 'C0032000', 'C0346306']",37,0.00015990812749827114
579,[186554],['rib pain'],rib pain,0,['C0574068'],14,0.00030116969407308606
580,[163854],"['polypectomy', 'polyp removal', 'polyp resection', 'resection of polyp']",polypectomy,0,['C0521210'],119,0.0001832653985497584
581,[10210],"['vitamin d deficiency', 'hypovitaminosis d']",vitamin d deficiency,0,['C0042870'],180,0.0002810211676015621
582,[8762],"['skin infections', 'skin infection']",skin infections,0,['C0037278'],181,9.878837036610026e-05
583,[1575],"['carcinoid', 'carcinoid tumor', 'carcinoid tumors', 'carcinoids']",carcinoid,0,['C0007095'],37,0.0001519630711047985
584,[4374],"['hemochromatosis', 'hematochromatosis']",hemochromatosis,0,['C0018995'],39,8.656783249772988e-05
585,[217672],"['cerebral aneurysm', 'cerebral aneurysms']",cerebral aneurysm,0,['C0917996'],94,6.653878055843846e-05
586,"[8184, 8183]","[""raynaud's syndrome"", 'raynaud phenomenon', 'raynauds', ""raynaud's phenomenon"", 'rd', 'raynaud', 'raynaud disease', ""raynaud's disease""]",raynaud phenomenon,0,"['C0034735', 'C0034734']",206,0.0005251417725335475
587,[51670],"['jaw pain', 'pain in jaw', 'lower jaw pain', 'mandibular pain', 'pain of jaw']",jaw pain,0,['C0236000'],182,0.00017208599589084417
588,[179207],"['primary sclerosing cholangitis', 'sclerosing cholangitis', 'primary sclerosing cholangitis (psc)']",primary sclerosing cholangitis,0,['C0566602'],31,6.978166071903955e-05
589,"[213552, 206196, 16253, 240519]","['radiculopathy', 'cervical radiculopathy', 'lumbar radiculopathy', 'lumbosacral radiculopathy', 'lumbar radiculitis']",radiculopathy,0,"['C0742186', 'C0700594', 'C0154738', 'C1263855']",80,0.0013902824621157992
590,[8198],['rectal prolapse'],rectal prolapse,0,['C0034888'],184,6.113682492248983e-05
591,[9617],"['tooth pain', 'dental pain', 'toothache', 'toothaches', 'tooth ache', 'pain in tooth']",tooth pain,0,['C0040460'],182,0.00029474367101800026
592,[204],"[""addison's disease"", 'addison disease', 'addisons disease', 'hypocortisolism', 'primary adrenal insufficiency']",addison's disease,0,['C0001403'],183,1.171703805396127e-05
593,[5480],"['leukopenia', 'neutropenia']",leukopenia,0,['C0023530'],148,0.00028405070038317614
594,[15687],"['testicular cancer', 'testis cancer']",testicular cancer,0,['C0153594'],37,5.0648667771493185e-05
595,[213894],"['upper extremity weakness', 'arm weakness', 'upper extremity paresis', 'arm paresis', 'weakness in arm']",upper extremity weakness,0,['C0751409'],41,0.00013696901730959825
596,[123671],['urinary symptoms'],urinary symptoms,1,['C0426359'],29,0.00034992383711917544
597,[307635],['temporal arteritis'],temporal arteritis,0,['C1956391'],186,0.0001678019805207869
598,[83338],"['stable angina', 'chronic stable angina', 'stable angina pectoris']",stable angina,0,['C0340288'],38,7.724881898358152e-05
599,[7375],['peritonitis'],peritonitis,0,['C0031154'],185,0.00010746734174328788
600,[205699],['klonopin'],klonopin,1,['C0699315'],19,0.0022408899282414627
601,[8975],"['ankylosing spondylitis', 'ank spond']",ankylosing spondylitis,0,['C0038013'],46,6.456745077659939e-05
602,"[28680, 14258, 28684, 28685]","['partial colectomy', 'subtotal colectomy', 'sigmoid colectomy', 'sigmoidectomy', 'left colectomy', 'right hemicolectomy', 'right colectomy', 'partial colon resection', 'left hemicolectomy', 'partial resection of colon', 'open colectomy']",partial colectomy,0,"['C0192861', 'C0149750', 'C0192865', 'C0192866']",89,0.00036960299935692834
603,"[3021, 3022]","['dystonia', 'idiopathic torsion dystonia', 'dystonia musculorum deformans', 'dystonias']",dystonia,0,"['C0013421', 'C0013423']",149,0.0002599595143479739
604,"[167811, 9109, 14759]","['hemorrhagic stroke', 'subarachnoid hemorrhage', 'intracranial hemorrhage', 'intracranial bleed', 'intracranial bleeding', 'hemorrhagic strokes', 'brain hemorrhage', 'subarachnoid hemorrhages']",hemorrhagic stroke,0,"['C0553692', 'C0038525', 'C0151699']",44,0.0002012889851265728
605,[5927],['viral meningitis'],viral meningitis,0,['C0025297'],144,4.930031233629589e-05
606,"[121881, 8605, 13198]","['self harm', 'self-harm', 'self-injurious behavior', 'self injurious behavior', 'self mutilation', 'self injury', 'self destructive behavior', 'self-mutilation', 'deliberate self-harm', 'self inflicted wounds']",self harm,0,"['C0424366', 'C0036601', 'C0085271']",4,0.0005261658399526847
607,[17518],"['degenerative disc disease', 'disc degeneration', 'disk degeneration', 'degeneration disc']",degenerative disc disease,0,['C0158266'],86,0.0002819086926981475
608,[14692],['premature birth'],premature birth,0,['C0151526'],118,0.0003614957989554256
609,[56654],"['pancreatic divisum', 'pancreas divisum']",pancreatic divisum,0,['C0266270'],187,7.435582852451897e-05
610,[4432],"['alcoholic hepatitis', 'alcohol hepatitis']",alcoholic hepatitis,0,['C0019187'],32,6.658145003423585e-05
611,"[39865, 111950]","['domestic violence', 'domestic abuse']",domestic violence,0,"['C0206073', 'C0413318']",17,0.0007381051262382842
612,[3590],['chronic fatigue syndrome'],chronic fatigue syndrome,0,['C0015674'],83,4.8353049973594e-05
613,[9556],"['tinnitus', 'ringing in ears', 'ear ringing', 'ringing in the ear', 'ringing in the ears', 'ringing in ear', 'hearing noises']",tinnitus,0,['C0040264'],51,0.00039087799998950334
614,[13303],"['enterococcus', 'enterococcal']",enterococcus,0,['C0085494'],66,0.00028848832586610395
615,[3709],"['anal fissure', 'anal fissures', 'anal ulcer', 'anal ulceration']",anal fissure,0,['C0016167'],188,0.00010828659567859765
616,[9662],['tramadol'],tramadol,1,['C0040610'],18,0.0013443871739481346
617,[4161],"['graft-versus-host disease', 'graft versus host disease', 'graft vs host disease', 'gvhd', 'graft-vs-host disease']",graft-versus-host disease,0,['C0018133'],67,0.0003943086258436129
618,[196095],"['roux-en-y gastric bypass', 'roux en y gastric bypass', 'roux-en-y gastrojejunostomy']",roux-en-y gastric bypass,0,['C0585179'],73,0.00011309971254854241
619,[9281],"['syphilis', 'neurosyphilis']",syphilis,0,['C0039128'],85,0.00033395691927579486
620,[210775],['tace'],tace,0,['C0723595'],37,0.0001224784633288071
621,[3010],"['dysmenorrhea', 'menstrual cramps', 'painful periods', 'menstrual pain']",dysmenorrhea,0,['C0013390'],118,0.00023510881164357831
622,[30780],"['myomectomy', 'myomectomies', 'fibroidectomy', 'uterine myomectomy']",myomectomy,0,['C0195309'],87,0.00011732399065248328
623,[12982],"['h pylori', 'helicobacter pylori']",h pylori,0,['C0079488'],58,0.0010642876670237961
624,[4491],"['genital herpes', 'genital herpes simplex']",genital herpes,0,['C0019342'],85,0.00014955651266982612
625,[238988],"['ileus', 'bowel ileus']",ileus,0,['C1258215'],49,0.00013827470326899816
626,[8931],"['sci', 'spinal cord injury', 'spinal cord injuries', 'spinal cord trauma']",spinal cord injury,0,['C0037929'],190,4.132965425734482e-05
627,[6717],"['omeprazole', 'omeprazol']",omeprazole,1,['C0028978'],12,0.003232810164312897
628,[9523],"['levothyroxine', 'thyroxine', 'levothyroxin']",levothyroxine,1,['C0040165'],25,0.0013880039121082187
629,[52818],"['intra-abdominal abscesses', 'abdominal abscess', 'intra-abdominal abscess', 'abdominal abscesses', 'abdomen abscess', 'intra abdominal abscess']",intra-abdominal abscesses,0,['C0243001'],77,5.5658064230105895e-05
630,"[53720, 53737]","['left inguinal hernia', 'right inguinal hernia']",left inguinal hernia,0,"['C0262537', 'C0262617']",111,0.0001952811229343013
631,[88209],"['colorectal cancer', 'colon cancer']",colon cancer,1,['C0346629'],37,0.0001151734490722952
632,"[169422, 169423]","['foot infection', 'toe infection', 'foot infections', 'infection of foot']",foot infection,0,"['C0555972', 'C0555973']",172,0.00011427739008055017
633,[286927],"[""sjogren's"", ""sjogren's syndrome"", ""sjogren's disease"", 'sjogrens syndrome']",sjogren's,0,['C1527336'],28,1.3483554351972913e-05
634,[206479],['choledocholithiasis'],choledocholithiasis,0,['C0701818'],31,3.511697858124589e-05
635,[4675],['hypercalcemia'],hypercalcemia,0,['C0020437'],25,0.00035124659086889433
636,[52521],"['thigh pain', 'meralgia', 'pain in the thigh']",thigh pain,0,['C0241374'],14,0.00030357625250805847
637,[5318],['lactose intolerance'],lactose intolerance,0,['C0022951'],192,0.000255752304034352
638,[2568],"['dental caries', 'cavities', 'cavity', 'caries']",dental caries,0,['C0011334'],182,0.0012992855380303012
639,[163280],"['dental abscess', 'tooth abscess', 'tooth abscesses']",dental abscess,0,['C0518988'],77,5.473640355288244e-05
640,[4304],"['ASD', 'atrial septal defect', 'atrial septal defects']",atrial septal defect,0,['C0018817'],131,0.00012391215771559918
641,"[216449, 54674]","['rotator cuff injury', 'rotator cuff tear', 'rotator cuff tears', 'rotator cuff injuries']",rotator cuff injury,0,"['C0851122', 'C0263912']",163,0.0005733668140797492
642,[59138],['cervical stenosis'],cervical stenosis,0,['C0269199'],74,0.00011148680636340131
643,[52245],['elbow pain'],elbow pain,0,['C0239266'],14,0.00023769458187689965
644,[40510],['wrist pain'],wrist pain,0,['C0221785'],14,0.0003572971225369632
645,[93445],['alcoholic pancreatitis'],alcoholic pancreatitis,0,['C0376670'],31,2.7914371066647716e-05
646,[3923],"['gangrene', 'gangrenous']",gangrene,0,['C0017086'],193,0.0001402972364217941
647,[687],"['antisocial personality disorder', 'antisocial personality', 'sociopath', 'sociopathy']",antisocial personality disorder,0,['C0003431'],9,7.957003846695912e-05
648,[471],['amiodarone'],amiodarone,1,['C0002598'],6,0.0011381655974193842
649,[19036],"['thrombectomy', 'thrombectomies']",thrombectomy,0,['C0162578'],20,0.00016297179586052322
650,[52526],"['tick bite', 'tick bites', 'tick exposure']",tick bite,1,['C0241407'],158,3.859027391115285e-05
651,[13204],"['antiphospholipid antibody syndrome', 'antiphospholipid syndrome', 'anti-phospholipid syndrome', 'anti-phospholipid antibody syndrome', 'anticardiolipin syndrome']",antiphospholipid antibody syndrome,0,['C0085278'],194,9.976976830944006e-05
652,[122249],"['rigors', 'rigor', 'shaking chills', 'rigoring']",rigors,0,['C0424790'],71,0.00017074617435080633
653,[57803],"['blood per rectum', 'rectal bleed', 'bleeding per rectum', 'bleeding rectal']",blood per rectum,0,['C0267596'],121,0.001313272592196683
654,[205835],"['ear infections', 'ear infection', 'otitis']",ear infections,0,['C0699744'],195,0.00027170215408741364
655,[5578],"['liver abscess', 'hepatic abscess', 'liver abscesses', 'hepatic abscesses']",liver abscess,0,['C0023885'],77,4.057867148331088e-05
656,[162886],"['lymphadenopathy', 'adenopathy', 'swollen lymph nodes']",lymphadenopathy,0,['C0497156'],196,0.0019505753488112305
657,[161886],['vicodin'],vicodin,1,['C0483514'],18,0.0017115750809749307
658,"[4497, 7724]","['shingles', 'zoster', 'herpes zoster', 'postherpetic neuralgia', 'post-herpetic neuralgia']",shingles,0,"['C0019360', 'C0032768']",116,0.0009954959381432557
659,[9536],"['costochondritis', 'costochrondritis']",costochondritis,0,['C0040213'],197,0.00021962832582428783
660,[2455],"['CF', 'cystic fibrosis', 'fibrocystic disease']",cystic fibrosis,0,['C0010674'],11,0.0003400927898954585
661,[3152],['empyema'],empyema,0,['C0014009'],77,9.47433040605084e-05
662,[7014],"['oophorectomy', 'ovary removal', 'oophorectomies', 'ovariectomy']",oophorectomy,0,['C0029936'],198,0.00017182997903605985
663,"[3794, 312181, 312986, 313023]","['foot pain', 'left foot pain', 'bilateral foot pain', 'right foot pain', 'foot pains', 'pain in foot', 'pain in the left foot', 'pain in left foot']",foot pain,0,"['C0016512', 'C2016977', 'C2126424', 'C2141243']",14,0.0011621117072368756
664,[8291],"['retinal detachment', 'detached retina', 'retinal detachments']",retinal detachment,0,['C0035305'],95,9.686824395521804e-05
665,[6258],"['myopathy', 'muscle disease', 'muscular disorder', 'muscle disorder']",myopathy,0,['C0026848'],149,0.0002569214476712003
666,[7532],"['pilonidal cyst', 'pilonidal cysts']",pilonidal cyst,0,['C0031925'],96,6.22035618174244e-05
667,[13174],"['GDM', 'gestational diabetes mellitus', 'gestational diabetes']",gestational diabetes mellitus,0,['C0085207'],1,0.00015387466362052124
668,"[8240, 4727]","['renal artery stenosis', 'renal hypertension']",renal artery stenosis,0,"['C0035067', 'C0020544']",24,0.00011977321856325305
669,[822],['asbestosis'],asbestosis,0,['C0003949'],11,5.525697115761051e-05
670,[4871],"['immunosuppressants', 'immunosuppressive', 'immunosuppressives', 'immunosuppressive agents', 'immune suppressants']",immunosuppressants,0,['C0021081'],28,0.0001944618689989916
671,[1501],"['thrush', 'candidiasis', 'candidal infection']",thrush,0,['C0006840'],12,0.0004587139326121822
672,[52250],"['candidal esophagitis', 'esophageal candidiasis']",candidal esophagitis,0,['C0239295'],12,4.020318009629391e-05
673,[3640],['fentanyl'],fentanyl,1,['C0015846'],18,0.0009184690004338207
674,[239524],"['sarcoma', 'sarcomas', 'soft tissue sarcoma']",sarcoma,0,['C1261473'],37,0.000229032678290031
675,[4917],"['mono', 'mononucleosis']",mono,0,['C0021345'],200,0.00023755803955434804
676,[88478],"['cancer metastatic', 'metastatic cancer']",metastatic cancer,1,['C0346957'],37,0.0
677,[10124],"['vfib', 'ventricular fibrillation']",vfib,0,['C0042510'],6,3.859027391115285e-05
678,[205658],['valium'],valium,1,['C0699187'],18,0.0017557209206349028
679,[866],"['astrocytoma', 'astrocytomas']",astrocytoma,0,['C0004114'],37,7.426195567776472e-05
680,[239405],"['strictures', 'constriction', 'stenoses', 'stenosi']",strictures,0,['C1261287'],156,0.003127049601601505
681,[9966],"['urethral stricture', 'urethral strictures']",urethral stricture,0,['C0041974'],199,3.7967299564511066e-05
682,[78204],"['bleeding ulcer', 'bleeding ulcers', 'ulcer bleed', 'hemorrhagic ulcer']",bleeding ulcer,0,['C0333291'],81,3.4604944871677315e-05
683,"[317484, 330845]","['pradaxa', 'dabigatran']",pradaxa,1,"['C2348066', 'C2940579']",10,0.00017339168185024405
684,[7098],['pancreatic insufficiency'],pancreatic insufficiency,0,['C0030293'],31,5.3157632948379276e-05
685,[57340],"[""schatzki's ring"", 'schatzki ring', 'esophageal ring', 'esophageal rings', 'schatzki']",schatzki's ring,0,['C0267081'],110,3.114871733208932e-05
686,[774],['chiari malformation'],chiari malformation,0,['C0003803'],50,2.6463608889536702e-05
687,"[4131, 84861]","['multinodular goiter', 'goiter', 'thyromegaly', 'multinodular thyroid', 'thyroid goiter', 'enlarged thyroid', 'enlarged thyroid gland']",multinodular goiter,0,"['C0018021', 'C0342208']",25,0.0008133570137545483
688,[4735],"['hypertrophic', 'enlargement', 'hypertrophy', 'enlargements']",hypertrophic,1,['C0020564'],8,0.0011142280214970523
689,[7871],"['prolapse', 'ptosis']",prolapse,0,['C0033377'],184,0.0005250991030577501
690,[4066],"['FSGs', 'focal sclerosing glomerulonephritis', 'focal glomerulosclerosis']",FSGs,0,['C0017668'],24,0.00010955814605735964
691,[8252],"['replacement', 'replacements', 'reimplantation']",replacement,1,['C0035139'],98,0.00010875595991236884
692,[8128],"['quadriplegia', 'quadraplegia']",quadriplegia,0,['C0034372'],124,3.770274881456729e-05
693,[18986],['prozac'],prozac,1,['C0162373'],18,0.0018627274320395792
694,[1415],['bursitis'],bursitis,0,['C0006444'],201,0.0004752440875360882
695,[3931],"['gastrectomy', 'gastric resection']",gastrectomy,0,['C0017118'],177,7.583219238710843e-05
696,[22451],"['cervical fusion', 'cervical spine fusion', 'cervical spinal fusion', 'cervical arthrodesis', 'cervical fusions']",cervical fusion,0,['C0186010'],86,8.123414802305704e-05
697,[78801],"['dysplasia', 'dysplastic']",dysplasia,0,['C0334044'],202,0.0003432161955238269
698,[4153],"['gonorrhea', 'gonococcal', 'gonococcal infection']",gonorrhea,0,['C0018081'],85,0.00031734142540029416
699,[6382],['narcolepsy'],narcolepsy,0,['C0027404'],101,8.516827369157573e-05
700,[30938],"['ovarian cystectomy', 'ovarian cyst removal']",ovarian cystectomy,0,['C0195488'],198,5.302109062582766e-05
701,[7968],"['pseudogout', 'pseudo-gout', 'chondrocalcinosis']",pseudogout,0,['C0033802'],46,0.00020269707782788644
702,[213550],['brain mass'],brain mass,0,['C0742078'],37,2.450934689801658e-05
703,[28428],"['bowel surgeries', 'bowel surgery']",bowel surgeries,0,['C0192573'],171,3.1532742614265764e-05
704,[52266],"['facial numbness', 'face numbness']",facial numbness,0,['C0239511'],34,0.00010883276496880414
705,[330675],['glucose-6-phosphate dehydrogenase deficiency'],glucose-6-phosphate dehydrogenase deficiency,0,['C2939465'],204,6.970485566260426e-05
706,[2008],"['scarring', 'scarred']",scarring,0,['C0008767'],95,0.0
707,[8691],"['short gut syndrome', 'short bowel syndrome']",short gut syndrome,0,['C0036992'],203,5.78768769715698e-05
708,"[292219, 9526]","['tibia fracture', 'tibial fracture', 'leg fracture', 'lower extremity fracture', 'broken leg', 'lower leg fracture']",tibia fracture,0,"['C1542178', 'C0040185']",92,0.0001286228678436302
709,[66934],"['nephrostomy', 'nephrostomies']",nephrostomy,0,['C0278314'],23,0.0002234685786460523
710,[13041],"['vertebral fracture', 'vertebral fractures', 'spine fracture', 'spinal fracture', 'spinal fractures']",vertebral fracture,0,['C0080179'],92,0.00024072411465851382
711,[7766],"['preeclampsia', 'pre-eclampsia']",preeclampsia,0,['C0032914'],118,0.00010806471440445125
712,[9384],"['testicular pain', 'testicle pain']",testicular pain,0,['C0039591'],14,9.453849057668096e-05
713,[4487],"['umbilical hernia repair', 'umbilical herniorrhaphy']",umbilical hernia repair,0,['C0019333'],111,7.860570831393827e-05
714,[2450],['cystectomy'],cystectomy,0,['C0010651'],198,7.399740492782096e-05
715,[13520],['hypogammaglobulinemia'],hypogammaglobulinemia,0,['C0086438'],205,0.0001134496022500809
716,"[13360, 5378, 4286]","['lbbb', 'heart block', 'rbbb', 'left bundle branch block', 'right bundle-branch block', 'right bundle branch block', 'left bundle-branch block']",bundle-branch block,0,"['C0085615', 'C0023211', 'C0018794']",8,0.0005235117985580874
717,[14690],"['complete heart block', '3rd degree heart block', 'complete av block', 'third degree heart block']",complete heart block,0,['C0151517'],8,0.00011239993314546534
718,[911],"['autism', 'autistic disorder', 'autistic', 'childhood autism']",autism,0,['C0004352'],50,9.06299665936407e-05
719,[2274],['conversion disorder'],conversion disorder,0,['C0009946'],9,4.743992319153001e-05
720,[663],"['aed', 'antiepileptics', 'antiepileptic drug', 'antiepileptic', 'anti-epileptic']",antiepileptics,0,['C0003299'],19,0.0003502737268207141
721,[514],"['ALS', 'amyotrophic lateral sclerosis']",amyotrophic lateral sclerosis,0,['C0002736'],33,9.320720293180262e-05
722,[2700],['diabetic retinopathy'],diabetic retinopathy,0,['C0011884'],1,0.0002730675773129299
723,[6753],"['optic neuritis', 'optic nerve inflammation']",optic neuritis,0,['C0029134'],80,7.298187140384325e-05
724,[189505],"['heel ulcer', 'heel ulcers']",heel ulcer,0,['C0577718'],81,0.00013857338959957983
